,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
221,08129,13,16,20,25,27,04,05,101,20.20,21,3,2,1,1,1,3,2,1,5,5,0,0,14,5,0,1,3
222,08130,03,05,22,29,34,07,12,93,18.60,23,3,2,1,1,0,3,2,1,5,6,0,0,31,17,0,0,0
223,08131,08,09,12,21,32,07,11,82,16.40,22,2,3,-1,0,0,2,3,-1,4,6,1,1,24,11,0,0,1
224,08132,06,14,24,27,29,05,09,100,20.00,30,2,3,-1,1,2,3,2,1,4,6,0,0,23,10,0,0,0
225,08133,10,12,15,33,35,03,09,105,21.00,15,3,2,1,2,1,2,3,-1,4,4,0,0,25,18,0,0,1
226,08134,11,13,15,28,35,08,10,102,20.40,22,4,1,3,2,0,2,3,-1,4,5,0,0,24,13,2,2,2
227,08135,07,22,25,29,33,01,12,116,23.20,26,4,1,3,2,0,4,1,3,5,5,0,0,26,15,0,0,1
228,08136,03,28,29,32,34,01,06,126,25.20,26,2,3,-1,0,1,4,1,3,5,6,1,1,31,25,0,1,3
229,08137,01,10,25,32,35,05,09,103,20.60,13,3,2,1,0,0,3,2,1,4,6,0,0,34,15,1,1,1
230,08138,04,05,18,22,35,07,08,84,16.80,24,2,3,-1,0,1,3,2,1,4,4,1,1,31,13,1,1,0
231,08139,01,06,10,14,22,06,08,53,10.60,13,1,4,-3,0,3,1,4,-3,5,4,0,0,21,8,0,1,1
232,08140,02,09,11,29,32,08,09,83,16.60,23,3,2,1,2,0,2,3,-1,3,6,0,0,30,18,0,0,3
233,08141,09,15,18,30,34,04,05,106,21.20,26,2,3,-1,1,2,3,2,1,5,6,0,0,25,12,0,1,1
234,08142,06,18,21,30,35,08,09,110,22.00,20,2,3,-1,0,1,4,1,3,5,5,0,0,29,12,1,2,1
235,08143,01,02,22,29,32,01,04,86,17.20,16,2,3,-1,0,1,3,2,1,3,6,1,1,31,20,0,0,2
236,08144,10,19,27,28,33,05,12,117,23.40,27,3,2,1,1,0,4,1,3,5,5,1,1,23,9,0,0,2
237,08145,05,16,27,29,30,05,11,107,21.40,27,3,2,1,1,0,3,2,1,5,5,1,1,25,11,1,1,2
238,08146,09,23,24,26,33,07,12,115,23.00,25,3,2,1,1,1,4,1,3,4,6,1,1,24,14,0,0,1
239,08147,16,18,19,24,35,11,12,112,22.40,32,2,3,-1,0,1,4,1,3,5,6,1,1,19,11,0,1,1
240,08148,03,07,20,33,35,04,07,98,19.60,18,4,1,3,2,0,3,2,1,4,5,0,0,32,13,1,1,1
241,08149,02,05,06,27,29,03,04,69,13.80,29,3,2,1,1,0,2,3,-1,5,6,1,1,27,21,0,0,2
242,08150,01,09,10,15,25,03,08,60,12.00,20,4,1,3,2,0,1,4,-3,4,6,1,1,24,10,0,0,1
243,08151,07,10,27,31,34,08,09,109,21.80,19,3,2,1,1,0,3,2,1,4,4,0,0,27,17,0,1,1
244,08152,03,05,14,20,33,07,11,75,15.00,15,3,2,1,1,1,2,3,-1,4,6,0,0,30,13,0,0,1
245,08153,02,04,06,25,26,02,05,63,12.60,23,1,4,-3,0,2,2,3,-1,4,5,1,1,24,19,0,0,3
246,08154,05,07,10,29,32,04,06,83,16.60,23,3,2,1,1,0,2,3,-1,5,4,0,0,27,19,0,0,2
247,09001,01,15,23,27,30,04,10,96,19.20,16,4,1,3,3,0,3,2,1,5,6,0,0,29,14,0,0,1
248,09002,01,04,07,12,30,05,10,54,10.80,14,2,3,-1,0,1,1,4,-3,5,5,0,0,29,18,2,2,0
249,09003,16,18,23,30,32,02,11,119,23.80,19,1,4,-3,0,2,4,1,3,5,3,0,0,16,7,0,1,0
250,09004,01,03,22,32,35,06,10,93,18.60,13,3,2,1,1,1,3,2,1,4,6,0,0,34,19,0,1,1
251,09005,10,11,15,31,32,05,08,99,19.80,9,3,2,1,2,0,2,3,-1,4,4,2,2,22,16,0,1,1
252,09006,02,04,22,31,35,09,12,94,18.80,14,2,3,-1,1,2,3,2,1,4,6,0,0,33,18,1,1,1
253,09007,06,14,15,29,35,06,11,99,19.80,29,3,2,1,2,1,2,3,-1,4,6,1,1,29,14,1,1,0
254,09008,04,17,21,29,31,02,12,102,20.40,22,4,1,3,3,0,3,2,1,4,6,0,0,27,13,1,1,0
255,09009,12,18,23,26,32,06,09,111,22.20,21,1,4,-3,0,2,4,1,3,4,4,0,0,20,6,0,0,2
256,09010,02,09,12,21,29,07,11,73,14.60,23,3,2,1,1,0,2,3,-1,3,6,0,0,27,9,0,1,0
257,09011,02,11,13,14,21,02,04,61,12.20,11,3,2,1,1,0,1,4,-3,4,6,1,1,19,9,1,2,2
258,09012,02,05,20,25,31,10,12,83,16.60,13,3,2,1,1,0,3,2,1,4,6,0,0,29,15,1,1,1
259,09013,05,24,26,30,35,05,12,120,24.00,20,2,3,-1,0,2,4,1,3,4,6,0,0,30,19,0,1,3
260,09014,08,14,15,25,26,07,09,88,17.60,28,2,3,-1,1,1,2,3,-1,4,4,2,2,18,10,0,1,1
261,09015,01,05,10,16,27,03,04,59,11.80,19,3,2,1,1,1,1,4,-3,5,5,0,0,26,11,0,0,2
262,09016,10,11,20,26,27,09,11,94,18.80,14,2,3,-1,0,1,3,2,1,4,4,2,2,17,9,1,2,2
263,09017,05,11,23,26,33,04,12,98,19.60,18,4,1,3,2,0,3,2,1,4,6,0,0,28,12,2,2,2
264,09018,01,06,13,28,29,03,09,77,15.40,27,3,2,1,0,0,2,3,-1,5,6,1,1,28,15,0,0,1
265,09019,04,29,31,32,35,04,10,131,26.20,21,3,2,1,1,0,4,1,3,5,5,1,1,31,25,0,1,1
266,09020,05,16,18,32,35,02,11,106,21.20,26,2,3,-1,0,2,3,2,1,4,6,0,0,30,14,2,2,2
267,09021,01,15,31,32,34,03,08,113,22.60,13,3,2,1,2,1,3,2,1,4,6,1,1,33,16,1,1,3
268,09022,12,14,17,34,35,04,11,112,22.40,22,2,3,-1,0,1,2,3,-1,4,6,1,1,23,17,0,1,2
269,09023,15,17,21,27,33,07,11,113,22.60,23,5,0,5,4,0,3,2,1,4,3,0,0,18,6,0,1,2
270,09024,29,31,32,33,35,10,11,160,32.00,20,4,1,3,2,0,5,0,5,5,1,2,1,6,2,0,1,1
271,09025,03,17,22,23,33,04,10,98,19.60,18,4,1,3,2,0,3,2,1,3,6,1,1,30,14,0,1,1
272,09026,24,30,31,32,34,10,12,151,30.20,11,1,4,-3,0,2,5,0,5,4,4,2,1,10,6,0,0,3
273,09027,03,22,26,33,34,09,10,118,23.60,18,2,3,-1,0,1,4,1,3,4,6,1,1,31,19,1,1,1
274,09028,06,20,30,32,35,09,11,123,24.60,13,1,4,-3,0,3,4,1,3,4,6,0,0,29,14,0,0,2
275,09029,03,04,13,17,24,04,11,61,12.20,21,3,2,1,1,0,1,4,-3,3,6,1,1,21,9,0,0,0
276,09030,01,07,27,30,32,01,04,97,19.40,17,3,2,1,2,1,3,2,1,4,6,0,0,31,20,0,0,0
277,09031,07,11,19,21,22,01,11,80,16.00,20,4,1,3,3,0,3,2,1,4,6,1,1,15,8,0,1,0
278,09032,04,12,20,26,29,06,10,91,18.20,21,1,4,-3,0,3,3,2,1,5,5,0,0,25,8,0,0,2
279,09033,02,08,18,21,32,08,11,81,16.20,21,1,4,-3,0,2,3,2,1,3,6,0,0,30,11,0,0,1
280,09034,05,19,31,32,35,04,09,122,24.40,22,4,1,3,2,0,4,1,3,4,6,1,1,30,14,0,1,2
281,09035,03,07,09,28,33,03,08,80,16.00,30,4,1,3,2,0,2,3,-1,4,6,0,0,30,19,0,0,1
282,09036,02,12,26,31,33,09,10,104,20.80,14,2,3,-1,1,2,3,2,1,4,6,0,0,31,14,1,1,1
283,09037,17,18,19,25,31,01,11,110,22.00,30,4,1,3,2,0,4,1,3,5,4,2,1,14,6,0,1,1
284,09038,06,17,20,29,32,04,05,104,20.80,24,2,3,-1,0,0,3,2,1,5,4,0,0,26,11,0,1,3
285,09039,01,03,07,10,33,03,04,54,10.80,14,4,1,3,2,0,1,4,-3,4,6,0,0,32,23,0,0,2
286,09040,03,16,30,32,33,01,10,114,22.80,14,2,3,-1,0,2,3,2,1,4,6,1,1,30,14,1,2,1
287,09041,05,09,20,23,29,04,10,86,17.20,26,4,1,3,2,0,3,2,1,4,6,0,0,24,11,0,0,1
288,09042,11,24,25,26,31,02,07,117,23.40,17,3,2,1,0,0,4,1,3,4,5,2,1,20,13,0,0,1
289,09043,05,21,22,32,35,02,05,115,23.00,15,3,2,1,1,1,4,1,3,3,6,1,1,30,16,0,0,1
290,09044,01,07,18,29,34,03,09,89,17.80,29,3,2,1,1,0,3,2,1,5,5,0,0,33,11,0,0,1
291,09045,01,09,14,24,35,06,09,83,16.60,23,3,2,1,1,1,2,3,-1,4,6,0,0,34,11,1,1,1
292,09046,01,09,24,34,35,04,09,103,20.60,23,3,2,1,1,1,3,2,1,4,6,1,1,34,15,3,4,1
293,09047,13,18,21,24,29,03,06,105,21.00,25,3,2,1,0,0,4,1,3,5,2,0,0,16,5,0,1,0
294,09048,05,06,22,25,27,11,12,85,17.00,25,3,2,1,1,1,3,2,1,4,6,1,1,22,16,0,0,2
295,09049,05,16,28,29,34,11,12,112,22.40,32,2,3,-1,0,1,3,2,1,5,6,1,1,29,12,1,1,2
296,09050,05,15,28,32,33,08,09,113,22.60,23,3,2,1,1,1,3,2,1,4,6,1,1,28,13,2,2,3
297,09051,03,11,22,26,29,05,12,91,18.20,21,3,2,1,1,1,3,2,1,5,6,0,0,26,11,0,0,1
298,09052,23,24,30,34,35,01,03,146,29.20,16,2,3,-1,0,2,5,0,5,4,4,2,2,12,6,0,0,2
299,09053,05,09,24,31,33,05,06,102,20.40,22,4,1,3,2,0,3,2,1,5,6,0,0,28,15,0,1,3
300,09054,02,12,19,29,30,07,12,92,18.40,22,2,3,-1,1,1,3,2,1,3,4,1,1,28,10,0,0,1
301,09055,05,08,14,23,24,05,06,74,14.80,24,2,3,-1,0,1,2,3,-1,4,5,1,1,19,9,0,0,0
302,09056,04,13,17,32,35,03,06,101,20.20,21,3,2,1,1,0,2,3,-1,5,6,0,0,31,15,0,0,2
303,09057,06,15,22,27,30,02,09,100,20.00,20,2,3,-1,0,0,3,2,1,5,6,0,0,24,9,0,0,0
304,09058,08,10,14,27,32,02,07,91,18.20,21,1,4,-3,0,2,2,3,-1,5,6,0,0,24,13,1,1,1
305,09059,02,13,14,29,33,04,11,91,18.20,21,3,2,1,1,0,2,3,-1,4,6,1,1,31,15,1,1,2
306,09060,18,28,29,30,31,04,08,136,27.20,26,2,3,-1,0,1,5,0,5,4,3,3,1,13,10,0,1,2
307,09061,02,10,21,26,34,02,10,93,18.60,13,1,4,-3,0,2,3,2,1,5,4,0,0,32,11,0,0,0
308,09062,04,22,23,29,31,05,11,109,21.80,19,3,2,1,2,1,4,1,3,5,6,1,1,27,18,0,0,1
309,09063,05,06,18,21,22,01,07,72,14.40,22,2,3,-1,0,1,3,2,1,5,4,2,2,17,12,0,1,3
310,09064,06,10,11,17,34,11,12,78,15.60,18,2,3,-1,1,1,1,4,-3,5,6,1,1,28,17,0,1,2
311,09065,01,12,24,27,32,02,11,96,19.20,16,2,3,-1,0,1,3,2,1,4,6,0,0,31,12,0,0,1
312,09066,01,08,19,24,31,06,12,83,16.60,23,3,2,1,0,0,3,2,1,4,4,0,0,30,11,1,2,1
313,09067,03,06,25,28,32,02,05,94,18.80,24,2,3,-1,0,1,3,2,1,5,4,0,0,29,19,0,0,2
314,09068,02,12,15,20,28,01,12,77,15.40,17,1,4,-3,0,2,2,3,-1,4,4,0,0,26,10,0,1,1
315,09069,14,16,27,30,33,08,12,120,24.00,20,2,3,-1,0,1,3,2,1,5,5,0,0,19,11,0,0,3
316,09070,10,21,24,30,31,03,10,116,23.20,6,2,3,-1,0,1,4,1,3,3,6,1,1,21,11,1,1,1
317,09071,04,20,29,30,33,02,11,116,23.20,16,2,3,-1,0,1,4,1,3,4,6,1,1,29,16,1,1,3
318,09072,23,26,29,32,33,05,10,143,28.60,23,3,2,1,0,0,5,0,5,4,3,1,1,10,3,2,2,2
319,09073,01,10,19,21,30,01,04,81,16.20,11,3,2,1,1,0,3,2,1,3,2,0,0,29,9,0,0,1
320,09074,15,17,19,23,32,01,11,106,21.20,26,4,1,3,3,0,3,2,1,5,4,0,0,17,9,1,1,0
321,09075,01,07,11,32,33,09,11,84,16.80,14,4,1,3,2,0,2,3,-1,4,6,1,1,32,21,0,1,1
322,09076,03,09,11,18,24,04,05,65,13.00,25,3,2,1,2,1,2,3,-1,5,4,0,0,21,7,1,1,0
323,09077,07,20,28,32,34,06,08,121,24.20,21,1,4,-3,0,3,4,1,3,5,6,0,0,27,13,0,0,0
324,09078,11,23,26,31,34,05,11,125,25.00,15,3,2,1,1,0,4,1,3,4,4,0,0,23,12,1,1,1
325,09079,01,02,07,13,34,04,10,57,11.40,17,3,2,1,1,0,1,4,-3,5,5,1,1,33,21,1,1,0
326,09080,07,16,19,29,35,02,11,106,21.20,36,4,1,3,2,0,3,2,1,4,6,0,0,28,10,0,1,1
327,09081,02,15,20,25,33,03,06,95,19.00,15,3,2,1,1,0,3,2,1,4,3,0,0,31,13,0,0,2
328,09082,05,11,26,29,32,08,11,103,20.60,23,3,2,1,1,0,3,2,1,5,3,0,0,27,15,0,0,2
329,09083,02,05,28,34,35,01,07,104,20.80,24,2,3,-1,0,1,3,2,1,4,6,1,1,33,23,0,1,1
330,09084,05,09,19,26,35,02,10,94,18.80,34,4,1,3,2,0,3,2,1,3,6,0,0,30,10,1,2,1
331,09085,06,13,27,33,34,09,12,113,22.60,23,3,2,1,2,0,3,2,1,4,4,1,1,28,14,0,0,3
332,09086,01,02,07,26,29,10,12,65,13.00,25,3,2,1,0,0,2,3,-1,5,6,1,1,28,19,0,0,2
333,09087,10,24,28,30,33,01,10,125,25.00,15,1,4,-3,0,3,4,1,3,4,6,0,0,23,14,0,0,2
334,09088,13,16,27,32,34,03,09,122,24.40,22,2,3,-1,0,1,3,2,1,5,6,0,0,21,11,0,0,3
335,09089,03,06,11,19,27,02,07,66,13.20,26,4,1,3,2,0,2,3,-1,5,3,0,0,24,8,0,1,0
336,09090,18,25,30,33,34,04,10,140,28.00,20,2,3,-1,0,0,5,0,5,5,6,1,1,16,7,0,0,1
337,09091,01,05,17,32,34,03,07,89,17.80,19,3,2,1,2,1,2,3,-1,5,6,0,0,33,15,1,1,3
338,09092,10,21,22,27,29,08,12,109,21.80,19,3,2,1,1,0,4,1,3,5,6,1,1,19,11,0,0,0
339,09093,07,09,22,30,33,09,11,101,20.20,21,3,2,1,1,1,3,2,1,5,6,0,0,26,13,1,1,3
340,09094,01,05,21,23,29,05,12,79,15.80,19,5,0,5,4,0,3,2,1,4,6,0,0,28,16,0,0,3
341,09095,08,18,24,30,33,01,06,113,22.60,23,1,4,-3,0,3,4,1,3,4,5,0,0,25,10,0,0,2
342,09096,07,12,28,32,33,01,03,112,22.40,22,2,3,-1,0,2,3,2,1,4,4,1,1,26,16,1,1,2
343,09097,06,13,14,22,25,01,04,80,16.00,20,2,3,-1,0,1,2,3,-1,5,5,1,1,19,8,0,0,2
344,09098,11,17,19,25,26,02,10,98,19.60,28,4,1,3,3,0,3,2,1,5,4,1,1,15,6,0,1,1
345,09099,03,09,21,23,33,06,10,89,17.80,19,5,0,5,4,0,3,2,1,3,5,0,0,30,12,0,0,0
346,09100,16,20,25,29,33,01,08,123,24.60,23,3,2,1,2,1,4,1,3,5,2,0,0,17,5,1,1,1
347,09101,02,10,14,22,26,04,09,74,14.80,14,0,5,-5,0,4,2,3,-1,4,2,0,0,24,8,0,0,1
348,09102,11,13,29,32,35,10,12,120,24.00,20,4,1,3,2,0,3,2,1,5,5,0,0,24,16,0,0,2
349,09103,16,20,28,32,33,01,02,129,25.80,19,1,4,-3,0,3,4,1,3,5,4,1,1,17,8,1,1,2
350,09104,15,25,29,32,33,10,11,134,26.80,24,4,1,3,2,0,4,1,3,4,5,1,1,18,10,2,2,4
351,09105,01,25,26,34,35,06,11,121,24.20,21,3,2,1,1,1,4,1,3,4,4,2,2,34,24,1,1,2
352,09106,11,21,22,25,34,06,09,113,22.60,13,3,2,1,1,0,4,1,3,4,6,1,1,23,10,0,2,2
353,09107,11,12,33,34,35,01,10,125,25.00,15,3,2,1,0,0,3,2,1,5,2,3,2,24,21,1,2,3
354,09108,01,09,14,29,30,07,10,83,16.60,23,3,2,1,1,0,2,3,-1,4,6,1,1,29,15,0,0,0
355,09109,02,11,13,26,35,06,10,87,17.40,17,3,2,1,1,0,2,3,-1,5,4,0,0,33,13,0,0,2
356,09110,22,28,30,31,34,07,09,145,29.00,15,1,4,-3,0,2,5,0,5,5,4,1,1,12,6,0,0,1
357,09111,04,11,13,19,35,10,12,82,16.40,22,4,1,3,3,0,2,3,-1,5,6,0,0,31,16,0,0,1
358,09112,02,08,12,34,35,04,05,91,18.20,21,1,4,-3,0,3,2,3,-1,4,6,1,1,33,22,1,1,2
359,09113,03,04,10,18,27,06,08,62,12.40,22,2,3,-1,0,2,2,3,-1,5,6,1,1,24,9,0,0,1
360,09114,02,08,25,29,33,03,07,97,19.40,27,3,2,1,2,1,3,2,1,5,5,0,0,31,17,0,0,1
361,09115,01,02,06,08,26,05,12,43,8.60,23,1,4,-3,0,3,1,4,-3,4,6,1,1,25,18,0,2,2
362,09116,12,15,23,30,33,09,12,113,22.60,13,3,2,1,1,0,3,2,1,4,4,0,0,21,8,0,0,0
363,09117,07,21,29,31,33,09,10,121,24.20,21,5,0,5,4,0,4,1,3,4,5,0,0,26,14,1,1,2
364,09118,10,17,18,21,34,05,11,100,20.00,20,2,3,-1,0,0,3,2,1,5,6,1,1,24,13,0,1,1
365,09119,03,12,22,23,28,04,12,88,17.60,18,2,3,-1,0,1,3,2,1,3,6,1,1,25,10,0,0,1
366,09120,11,23,27,28,32,02,05,121,24.20,21,3,2,1,2,1,4,1,3,5,4,1,1,21,12,0,2,3
367,09121,04,05,08,11,22,02,10,50,10.00,20,2,3,-1,0,0,1,4,-3,5,5,1,1,18,11,0,1,1
368,09122,01,02,11,31,33,05,06,78,15.60,8,4,1,3,2,0,2,3,-1,3,6,1,1,32,20,0,1,0
369,09123,10,21,28,29,32,06,10,120,24.00,20,2,3,-1,0,0,4,1,3,5,5,1,1,22,11,0,0,2
370,09124,01,03,14,32,35,07,11,85,17.00,15,3,2,1,1,1,2,3,-1,5,6,0,0,34,18,0,1,0
371,09125,08,20,23,29,31,02,11,111,22.20,21,3,2,1,2,1,4,1,3,5,6,0,0,23,12,0,0,1
372,09126,14,23,27,28,33,08,12,125,25.00,25,3,2,1,1,0,4,1,3,4,5,1,1,19,9,0,1,1
373,09127,05,09,27,32,34,05,08,107,21.40,27,3,2,1,2,1,3,2,1,5,6,0,0,29,18,1,1,3
374,09128,06,21,28,32,34,04,07,121,24.20,21,1,4,-3,0,2,4,1,3,5,6,0,0,28,15,2,2,2
375,09129,02,10,18,32,33,03,08,95,19.00,15,1,4,-3,0,3,3,2,1,4,5,1,1,31,14,1,1,1
376,09130,09,14,25,32,34,02,08,114,22.80,24,2,3,-1,0,1,3,2,1,4,6,0,0,25,11,1,1,3
377,09131,02,03,08,33,34,03,11,80,16.00,20,2,3,-1,0,0,2,3,-1,4,4,2,2,32,25,1,1,2
378,09132,02,10,12,15,28,04,07,67,13.40,17,1,4,-3,0,2,1,4,-3,4,5,0,0,26,13,1,1,1
379,09133,01,08,24,27,34,10,11,94,18.80,24,2,3,-1,0,1,3,2,1,4,4,0,0,33,16,0,0,2
380,09134,02,16,19,28,33,07,11,98,19.60,28,2,3,-1,0,1,3,2,1,5,4,0,0,31,14,0,0,3
381,09135,06,08,15,20,32,05,06,81,16.20,21,1,4,-3,0,2,2,3,-1,5,5,0,0,26,12,0,0,3
382,09136,07,13,23,24,29,06,10,96,19.20,26,4,1,3,2,0,3,2,1,4,4,1,1,22,10,0,0,1
383,09137,12,28,29,30,34,01,09,133,26.60,23,1,4,-3,0,2,4,1,3,5,5,2,1,22,16,0,1,3
384,09138,03,04,14,28,32,09,10,81,16.20,21,1,4,-3,0,3,2,3,-1,4,6,1,1,29,14,0,1,1
385,09139,14,16,20,22,32,05,09,104,20.80,14,0,5,-5,0,4,3,2,1,4,4,0,0,18,10,1,2,0
386,09140,07,08,19,26,30,01,12,90,18.00,30,2,3,-1,0,1,3,2,1,5,5,1,1,23,11,0,0,1
387,09141,13,14,21,30,33,02,08,111,22.20,11,3,2,1,0,0,3,2,1,4,6,1,1,20,9,0,1,0
388,09142,05,06,13,24,31,03,11,79,15.80,19,3,2,1,0,0,2,3,-1,5,4,1,1,26,11,0,1,2
389,09143,01,09,10,11,22,01,12,53,10.60,13,3,2,1,1,0,1,4,-3,4,5,2,1,21,11,0,0,0
390,09144,18,26,32,33,34,04,06,143,28.60,23,1,4,-3,0,2,5,0,5,5,4,2,1,16,8,0,0,0
391,09145,05,11,14,22,35,03,10,87,17.40,17,3,2,1,1,1,2,3,-1,4,6,0,0,30,13,0,0,1
392,09146,11,17,23,24,25,03,06,100,20.00,20,4,1,3,2,0,3,2,1,5,4,2,1,14,6,0,1,1
393,09147,06,12,18,22,29,05,08,87,17.40,27,1,4,-3,0,3,3,2,1,4,5,0,0,23,7,0,0,3
394,09148,02,04,13,14,33,01,09,66,13.20,16,2,3,-1,0,1,1,4,-3,3,6,1,1,31,19,0,0,1
395,09149,01,03,10,12,20,02,07,46,9.20,6,2,3,-1,1,2,1,4,-3,4,4,0,0,19,8,0,0,3
396,09150,04,11,18,25,34,05,07,92,18.40,22,2,3,-1,0,0,3,2,1,4,3,0,0,30,9,0,0,2
397,09151,03,08,14,30,31,04,09,86,17.20,16,2,3,-1,0,2,2,3,-1,5,6,1,1,28,16,0,0,1
398,09152,01,23,29,30,32,07,12,115,23.00,15,3,2,1,2,1,4,1,3,5,6,1,1,31,22,1,1,3
399,09153,21,22,30,32,34,03,07,139,27.80,9,1,4,-3,0,3,5,0,5,4,5,1,1,13,8,0,2,2
400,10001,02,06,07,12,27,02,08,54,10.80,24,2,3,-1,0,1,1,4,-3,3,5,1,1,25,15,0,0,0
401,10002,04,23,25,26,30,07,10,108,21.60,18,2,3,-1,1,1,4,1,3,5,6,1,1,26,19,0,0,1
402,10003,05,14,23,27,30,02,08,99,19.80,19,3,2,1,1,0,3,2,1,5,5,0,0,25,9,1,2,2
403,10004,03,06,21,24,34,04,06,88,17.60,18,2,3,-1,0,1,3,2,1,4,4,0,0,31,15,0,0,2
404,10005,04,17,19,22,30,02,03,92,18.40,22,2,3,-1,1,1,3,2,1,5,5,0,0,26,13,0,0,2
405,10006,03,13,19,30,34,02,05,99,19.80,19,3,2,1,2,1,3,2,1,4,6,0,0,31,11,1,2,1
406,10007,07,23,26,29,32,08,11,117,23.40,27,3,2,1,1,0,4,1,3,5,3,0,0,25,16,0,0,1
407,10008,11,23,25,31,32,05,11,122,24.40,12,4,1,3,3,0,4,1,3,4,6,1,1,21,12,2,2,2
408,10009,02,05,13,27,32,03,11,79,15.80,19,3,2,1,2,0,2,3,-1,4,6,0,0,30,14,1,1,1
409,10010,15,22,24,32,35,02,09,128,25.60,18,2,3,-1,0,2,4,1,3,3,6,0,0,20,8,0,1,0
410,10011,02,03,11,27,32,08,11,75,15.00,15,3,2,1,2,0,2,3,-1,4,6,1,1,30,16,0,1,0
411,10012,20,24,30,31,33,05,12,138,27.60,8,2,3,-1,1,2,5,0,5,4,6,1,1,13,6,0,0,2
412,10013,18,21,22,26,34,09,12,121,24.20,21,1,4,-3,0,2,5,0,5,5,4,1,1,16,8,0,0,2
413,10014,18,19,30,33,35,02,04,135,27.00,25,3,2,1,1,0,5,0,5,5,6,1,1,17,11,1,1,3
414,10015,03,10,14,18,28,08,10,73,14.60,23,1,4,-3,0,3,2,3,-1,4,5,0,0,25,10,0,1,1
415,10016,10,12,20,23,32,04,10,97,19.40,7,1,4,-3,0,2,3,2,1,3,6,0,0,22,9,0,1,0
416,10017,13,21,23,27,34,09,12,118,23.60,18,4,1,3,3,0,4,1,3,4,6,0,0,21,8,0,1,2
417,10018,03,10,26,32,33,04,12,104,20.80,14,2,3,-1,0,2,3,2,1,4,4,1,1,30,16,0,0,2
418,10019,03,11,19,26,27,02,09,86,17.20,26,4,1,3,2,0,3,2,1,5,3,1,1,24,8,1,2,2
419,10020,08,18,26,32,33,01,06,117,23.40,27,1,4,-3,0,3,4,1,3,4,6,1,1,25,10,0,1,2
420,10021,11,20,23,24,25,07,09,103,20.60,13,3,2,1,0,0,4,1,3,5,5,2,1,14,9,0,0,1
421,10022,02,11,13,14,25,02,05,65,13.00,15,3,2,1,1,0,1,4,-3,5,4,1,1,23,11,1,2,1
422,10023,11,13,29,32,33,02,08,118,23.60,18,4,1,3,2,0,3,2,1,4,6,1,1,22,16,0,2,1
423,10024,03,14,19,24,25,04,11,85,17.00,25,3,2,1,0,0,3,2,1,4,4,1,1,22,11,0,0,1
424,10025,09,11,13,14,25,01,07,72,14.40,22,4,1,3,2,0,1,4,-3,5,5,1,1,16,11,1,2,2
425,10026,05,23,25,31,35,07,10,119,23.80,19,5,0,5,4,0,4,1,3,3,6,0,0,30,18,0,1,0
426,10027,05,23,26,32,34,02,09,120,24.00,20,2,3,-1,1,2,4,1,3,5,6,0,0,29,18,2,2,3
427,10028,01,02,07,20,35,01,03,65,13.00,15,3,2,1,0,0,2,3,-1,5,6,1,1,34,15,0,0,1
428,10029,21,22,33,34,35,03,04,145,29.00,15,3,2,1,0,0,5,0,5,5,2,3,2,14,11,1,1,2
429,10030,10,12,19,32,35,02,07,108,21.60,18,2,3,-1,0,1,3,2,1,4,6,0,0,25,13,1,1,2
430,10031,05,13,16,17,35,06,08,86,17.20,26,4,1,3,2,0,1,4,-3,4,6,1,1,30,18,1,1,1
431,10032,13,16,23,24,33,07,11,109,21.80,19,3,2,1,0,0,3,2,1,3,5,1,1,20,9,0,2,1
432,10033,12,19,28,29,30,05,08,118,23.60,28,2,3,-1,0,0,4,1,3,4,5,2,1,18,9,0,0,1
433,10034,01,06,19,25,26,03,09,77,15.40,27,3,2,1,1,0,3,2,1,4,6,1,1,25,13,0,1,0
434,10035,14,16,20,31,34,01,07,115,23.00,15,1,4,-3,0,2,3,2,1,4,6,0,0,20,11,0,0,1
435,10036,19,25,28,31,33,01,08,136,27.20,26,4,1,3,2,0,5,0,5,5,4,0,0,14,6,1,1,2
436,10037,19,21,26,34,35,01,09,135,27.00,25,3,2,1,1,1,5,0,5,5,6,1,1,16,8,1,1,2
437,10038,08,10,25,29,33,01,02,105,21.00,25,3,2,1,2,1,3,2,1,5,5,0,0,25,15,0,0,2
438,10039,07,19,26,28,32,01,08,112,22.40,32,2,3,-1,1,2,4,1,3,5,6,0,0,25,12,0,0,4
439,10040,13,20,26,31,35,02,11,125,25.00,15,3,2,1,1,1,4,1,3,5,6,0,0,22,7,1,1,2
440,10041,16,22,28,29,34,04,12,129,25.80,29,1,4,-3,0,2,4,1,3,5,3,1,1,18,6,0,0,1
441,10042,01,05,19,34,35,06,07,94,18.80,24,4,1,3,2,0,3,2,1,4,6,1,1,34,15,0,1,1
442,10043,05,08,10,33,35,02,10,91,18.20,21,3,2,1,1,1,2,3,-1,4,4,0,0,30,23,1,2,2
443,10044,06,21,24,28,30,02,07,109,21.80,19,1,4,-3,0,2,4,1,3,5,6,0,0,24,15,0,0,1
444,10045,08,17,18,20,28,09,10,91,18.20,31,1,4,-3,0,2,3,2,1,3,5,1,1,20,9,0,1,1
